incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH_fire,DAY_OF_WEEK_fire,SEASON_fire,FIRE_SIZE_CAT,DATE,TAVG,TMAX,TMIN,AWND,PRCP,TAVG_CAT,TMAX_CAT,TMIN_CAT,PRCP_CAT,MONTH_weather,DAY_OF_WEEK_weather,SEASON_weather
Flynn Fire ,2022-07-19,Alameda,121.0,37.719206,-121.656106,7,1,Summer,Medium,2022-07-19,,32.2,18.3,1.8,0.0,Unknown,High,High,Dry,7,1,Summer
Slate Fire ,2022-07-21,Tuolumne,64.0,37.935092,-120.4422218,7,3,Summer,Medium,2022-07-21,,29.4,18.9,1.8,0.0,Unknown,High,High,Dry,7,3,Summer
Anzar Fire,2022-07-21,San Benito,104.0,36.8927679,-121.604728,7,3,Summer,Medium,2022-07-21,,29.4,18.9,1.8,0.0,Unknown,High,High,Dry,7,3,Summer
Oak Fire ,2022-07-22,Mariposa,19244.0,37.5509366,-119.9234728,7,4,Summer,Large,2022-07-22,,,,,0.0,Unknown,,,Dry,7,4,Summer
Cable Fire ,2022-07-26,El Dorado,20.0,38.75794,-120.63742,7,1,Summer,Small,2022-07-26,,,,,0.0,Unknown,,,Dry,7,1,Summer
Apple Fire,2022-07-27,Yuba,39.0,39.323167,-121.304167,7,2,Summer,Medium,2022-07-27,,26.7,19.4,2.0,0.0,Unknown,High,High,Dry,7,2,Summer
Casner Fire,2022-07-27,San Diego,174.0,33.0819687,-116.7626279,7,2,Summer,Large,2022-07-27,,26.7,19.4,2.0,0.0,Unknown,High,High,Dry,7,2,Summer
McKinney Fire ,2022-07-29,Siskiyou,60138.0,41.833813,-122.894782,7,4,Summer,Large,2022-07-29,,26.1,20.0,3.3,0.0,Unknown,Medium,High,Dry,7,4,Summer
Highway Fire,2022-07-29,San Bernardino,28.0,34.312437,-117.3463886,7,4,Summer,Small,2022-07-29,,26.1,20.0,3.3,0.0,Unknown,Medium,High,Dry,7,4,Summer
Mesa Fire,2022-07-30,Kern,222.0,35.5745007,-118.4125811,7,5,Summer,Large,2022-07-30,,31.7,18.9,2.0,0.0,Unknown,High,High,Dry,7,5,Summer
Shackleford Fire,2022-07-30,Siskiyou,31.0,41.5734543,-123.0213226,7,5,Summer,Small,2022-07-30,,31.7,18.9,2.0,0.0,Unknown,High,High,Dry,7,5,Summer
Kelsey Fire,2022-07-30,Siskiyou,85.0,41.6430162,-123.1193265,7,5,Summer,Medium,2022-07-30,,31.7,18.9,2.0,0.0,Unknown,High,High,Dry,7,5,Summer
Pebble Fire,2022-07-31,Fresno,55.0,36.6760553,-119.1902259,7,6,Summer,Medium,2022-07-31,,,,,0.0,Unknown,,,Dry,7,6,Summer
Meamber Fire,2022-07-31,Siskiyou,63.0,41.640867,-122.988315,7,6,Summer,Medium,2022-07-31,,,,,0.0,Unknown,,,Dry,7,6,Summer
Marmot Fire,2022-08-02,Tulare,127.0,36.378236,-118.853671,8,1,Summer,Medium,2022-08-02,,,,,0.0,Unknown,,,Dry,8,1,Summer
Springs Fire,2022-08-03,Tuolumne,51.0,37.84349,-120.50806,8,2,Summer,Medium,2022-08-03,,27.2,21.1,2.4,0.0,Unknown,High,High,Dry,8,2,Summer
Summit Fire,2022-08-03,Tulare,1400.0,36.319167,-118.650278,8,2,Summer,Large,2022-08-03,,27.2,21.1,2.4,0.0,Unknown,High,High,Dry,8,2,Summer
Smokey Fire ,2022-08-04,Siskiyou,34.0,41.9708541,-122.7825581,8,3,Summer,Small,2022-08-04,,30.0,20.0,1.4,0.0,Unknown,High,High,Dry,8,3,Summer
3-8 Fire ,2022-08-08,Lassen,14.0,41.060445,-121.211449,8,0,Summer,Small,2022-08-08,,28.9,21.1,2.6,0.0,Unknown,High,High,Dry,8,0,Summer
Sam Fire,2022-08-10,Los Angeles,149.0,34.765322,-118.732882,8,2,Summer,Medium,2022-08-10,,32.8,22.8,2.5,0.0,Unknown,High,High,Dry,8,2,Summer
Rail Fire,2022-08-14,Kern,250.0,35.2882644,-118.6292243,8,6,Summer,Large,2022-08-14,,32.8,21.7,1.7,0.0,Unknown,High,High,Dry,8,6,Summer
Eden Fire,2022-08-15,Alameda,58.0,37.70049,-121.97822,8,0,Summer,Medium,2022-08-15,,28.9,20.6,2.3,0.0,Unknown,High,High,Dry,8,0,Summer
Oak Fire,2022-08-15,Placer,19244.0,39.04941,-120.9526,8,0,Summer,Large,2022-08-15,,28.9,20.6,2.3,0.0,Unknown,High,High,Dry,8,0,Summer
Wishon Fire,2022-08-15,Tulare,325.0,36.17768,-118.71829,8,0,Summer,Large,2022-08-15,,28.9,20.6,2.3,0.0,Unknown,High,High,Dry,8,0,Summer
Quail Fire,2022-08-17,Los Angeles,53.0,34.48202,-118.60811,8,2,Summer,Medium,2022-08-17,,28.9,21.7,2.4,0.0,Unknown,High,High,Dry,8,2,Summer
Pleasant Fire,2022-08-20,Nevada,48.0,39.2805,-121.1329,8,5,Summer,Medium,2022-08-20,,26.7,21.7,3.8,0.0,Unknown,High,High,Dry,8,5,Summer
Point Fire,2022-08-20,Lake,14.0,38.9494,-122.6556,8,5,Summer,Small,2022-08-20,,26.7,21.7,3.8,0.0,Unknown,High,High,Dry,8,5,Summer
East Fire,2022-08-25,Los Angeles,150.0,34.2338842,-117.8004523,8,3,Summer,Medium,2022-08-25,,31.1,20.0,1.5,0.0,Unknown,High,High,Dry,8,3,Summer
Still Fire,2022-08-27,Nevada,44.0,39.0543,-121.1103,8,5,Summer,Medium,2022-08-27,,28.3,19.4,2.4,0.0,Unknown,High,High,Dry,8,5,Summer
McCovey Fire,2022-08-29,Humboldt,25.0,41.4672,-123.9277,8,0,Summer,Small,2022-08-29,,,,,0.0,Unknown,,,Dry,8,0,Summer
Ranch Fire,2022-08-29,Humboldt,26.0,41.4626,-123.9477,8,0,Summer,Small,2022-08-29,,,,,0.0,Unknown,,,Dry,8,0,Summer
Gulch Fire,2022-08-29,Los Angeles,113.0,34.2026,-117.8608,8,0,Summer,Medium,2022-08-29,,,,,0.0,Unknown,,,Dry,8,0,Summer
Route Fire,2022-08-31,Los Angeles,5208.0,34.5255,-118.6479,8,2,Summer,Large,2022-08-31,,36.1,21.7,2.3,0.0,Unknown,High,High,Dry,8,2,Summer
Border 32,2022-08-31,San Diego,4456.0,32.612181,-116.707395,8,2,Summer,Large,2022-08-31,,36.1,21.7,2.3,0.0,Unknown,High,High,Dry,8,2,Summer
Woods Fire,2022-09-01,Tuolumne,21.0,37.968,-120.4013,9,3,Fall,Small,2022-09-01,,31.1,22.2,2.8,0.0,Unknown,High,High,Dry,9,3,Fall
Walker Fire,2022-09-01,Mendocino,124.0,39.3669,-123.3159,9,3,Fall,Medium,2022-09-01,,31.1,22.2,2.8,0.0,Unknown,High,High,Dry,9,3,Fall
Branstetter Fire ,2022-09-01,Shasta,34.0,40.5336,-122.3975,9,3,Fall,Small,2022-09-01,,31.1,22.2,2.8,0.0,Unknown,High,High,Dry,9,3,Fall
Mountain Fire ,2022-09-02,Siskiyou,13440.0,41.459009,-122.627469,9,4,Fall,Large,2022-09-02,,33.3,23.9,2.2,0.0,Unknown,High,High,Dry,9,4,Fall
Mill Fire,2022-09-02,Siskiyou,3939.0,41.4303,-122.3852,9,4,Fall,Large,2022-09-02,,33.3,23.9,2.2,0.0,Unknown,High,High,Dry,9,4,Fall
Tower Fire,2022-09-02,Calaveras,73.0,38.0182816,-120.7489517,9,4,Fall,Medium,2022-09-02,,33.3,23.9,2.2,0.0,Unknown,High,High,Dry,9,4,Fall
Sandia Fire,2022-09-04,San Diego,30.0,33.432924,-117.246996,9,6,Fall,Small,2022-09-04,,,,,0.0,Unknown,,,Dry,9,6,Fall
Caesar Fire,2022-09-05,San Diego,50.0,33.064629,-116.811345,9,0,Fall,Medium,2022-09-05,,34.4,24.4,2.6,0.0,Unknown,High,High,Dry,9,0,Fall
Fairview Fire,2022-09-05,Riverside,28098.0,33.717062,-116.893227,9,0,Fall,Large,2022-09-05,,34.4,24.4,2.6,0.0,Unknown,High,High,Dry,9,0,Fall
Radford Fire,2022-09-05,San Bernardino,1079.0,34.177,-116.882,9,0,Fall,Large,2022-09-05,,34.4,24.4,2.6,0.0,Unknown,High,High,Dry,9,0,Fall
Hill Fire,2022-09-06,Placer,11.0,39.1252,-120.816083,9,1,Fall,Small,2022-09-06,,35.6,22.8,1.5,0.0,Unknown,High,High,Dry,9,1,Fall
Rosa Fire,2022-09-06,San Luis Obispo,16.0,35.580125,-121.012313,9,1,Fall,Small,2022-09-06,,35.6,22.8,1.5,0.0,Unknown,High,High,Dry,9,1,Fall
Power Fire ,2022-09-06,Fresno,130.0,37.080478,-119.485927,9,1,Fall,Medium,2022-09-06,,35.6,22.8,1.5,0.0,Unknown,High,High,Dry,9,1,Fall
Mosquito Fire,2022-09-06,"El Dorado, Placer",76788.0,39.00591,-120.7447,9,1,Fall,Large,2022-09-06,,35.6,22.8,1.5,0.0,Unknown,High,High,Dry,9,1,Fall
Fork Fire ,2022-09-07,Madera,819.0,37.21945,-119.50881,9,2,Fall,Large,2022-09-07,,37.2,24.4,1.9,0.0,Unknown,High,High,Dry,9,2,Fall
Coyote Fire,2022-09-07,Siskiyou,297.0,41.8739166,-121.839853,9,2,Fall,Large,2022-09-07,,37.2,24.4,1.9,0.0,Unknown,High,High,Dry,9,2,Fall
Barnes Fire,2022-09-07,Modoc,5843.0,41.87117,-120.29122,9,2,Fall,Large,2022-09-07,,37.2,24.4,1.9,0.0,Unknown,High,High,Dry,9,2,Fall
Forward Fire,2022-09-09,Tehama,160.0,40.44109,-121.81822,9,4,Fall,Large,2022-09-09,,38.9,22.8,2.9,4.6,Unknown,High,High,Dry,9,4,Fall
Dutch Fire,2022-09-13,Placer,48.0,39.1902,-120.8266,9,1,Fall,Medium,2022-09-13,,,,,0.0,Unknown,,,Dry,9,1,Fall
Garden Fire,2022-09-17,Placer,29.0,39.9929,-121.2122,9,5,Fall,Small,2022-09-17,,,,,0.0,Unknown,,,Dry,9,5,Fall
97 Fire,2022-09-27,Siskiyou,30.0,41.4987,-122.3414,9,1,Fall,Small,2022-09-27,,,,,0.0,Unknown,,,Dry,9,1,Fall
Pleasant Fire ,2022-10-23,Inyo,50.0,37.38939,-118.50091,10,6,Fall,Medium,2022-10-23,,22.2,13.9,1.4,0.0,Unknown,Medium,Medium,Dry,10,6,Fall
66 Fire,2023-05-15,Riverside,127.0,33.569342,-116.092746,5,0,Spring,Medium,2023-05-15,,22.2,15.6,1.7,0.0,Unknown,Medium,Medium,Dry,5,0,Spring
Point Fire,2023-05-21,Shasta,10.0,40.417676,-122.47542,5,6,Spring,Small,2023-05-21,,,,,0.0,Unknown,,,Dry,5,6,Spring
Ramona Fire,2023-05-22,Riverside,338.0,33.823424,-117.033714,5,0,Spring,Large,2023-05-22,,,,,0.0,Unknown,,,Dry,5,0,Spring
Pistol Fire,2023-05-30,Fresno,123.0,36.9466,-119.6801,5,1,Spring,Medium,2023-05-30,,18.9,16.1,2.3,0.5,Unknown,Low,Medium,Dry,5,1,Spring
Sicard Fire,2023-05-30,Yuba,13.0,39.2349,-121.3475,5,1,Spring,Small,2023-05-30,,18.9,16.1,2.3,0.5,Unknown,Low,Medium,Dry,5,1,Spring
Orange Fire,2023-06-01,Fresno,108.0,36.678,-119.2971,6,3,Summer,Medium,2023-06-01,,,,,0.0,Unknown,,,Dry,6,3,Summer
Panoche Fire,2023-06-03,Fresno,65.0,36.7536,-120.8991,6,5,Summer,Medium,2023-06-03,,23.9,13.3,2.0,0.0,Unknown,Medium,Medium,Dry,6,5,Summer
Valley Fire,2023-06-03,Tulare,135.0,36.0322,-118.8582,6,5,Summer,Medium,2023-06-03,,23.9,13.3,2.0,0.0,Unknown,Medium,Medium,Dry,6,5,Summer
Range Fire,2023-06-04,Monterey,72.0,36.4647,-121.3319,6,6,Summer,Medium,2023-06-04,,23.3,15.6,1.9,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Rodeo Fire,2023-06-09,Fresno,15.0,36.70984,-119.304258,6,4,Summer,Small,2023-06-09,,21.7,15.6,1.3,0.0,Unknown,Low,Medium,Dry,6,4,Summer
Geology Fire,2023-06-10,San Bernardino,1088.0,33.896,-116.0533,6,5,Summer,Large,2023-06-10,,21.7,16.1,1.5,0.0,Unknown,Low,Medium,Dry,6,5,Summer
Gulch Fire,2023-06-10,Mariposa,25.0,37.4404,-120.1499,6,5,Summer,Small,2023-06-10,,21.7,16.1,1.5,0.0,Unknown,Low,Medium,Dry,6,5,Summer
Henderson Fire,2023-06-14,Lake,21.0,39.023,-122.7145,6,2,Summer,Small,2023-06-14,,,,,0.0,Unknown,,,Dry,6,2,Summer
Frank Fire,2023-06-15,Tehama,32.0,40.2869,-122.5955,6,3,Summer,Small,2023-06-15,,,,,0.0,Unknown,,,Dry,6,3,Summer
Scott Fire,2023-06-15,Yuba,115.0,39.3256,-121.3686,6,3,Summer,Medium,2023-06-15,,,,,0.0,Unknown,,,Dry,6,3,Summer
Snell Fire,2023-06-16,Napa,103.0,38.6994,-122.4379,6,4,Summer,Medium,2023-06-16,,23.9,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,4,Summer
Rocky Fire,2023-06-18,Tulare,141.0,36.3002,-119.0828,6,6,Summer,Medium,2023-06-18,,22.8,16.7,1.9,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Slough Fire,2023-06-18,Fresno,640.0,36.5737,-120.188,6,6,Summer,Large,2023-06-18,,22.8,16.7,1.9,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Black Wood Fire,2023-06-20,San Diego,37.0,32.734788,-116.34461,6,1,Summer,Medium,2023-06-20,,26.1,16.7,1.9,0.0,Unknown,Medium,Medium,Dry,6,1,Summer
Garbani Fire,2023-06-20,Riverside,43.0,33.656034,-117.201092,6,1,Summer,Medium,2023-06-20,,26.1,16.7,1.9,0.0,Unknown,Medium,Medium,Dry,6,1,Summer
Viper Fire,2023-06-21,Riverside,25.0,33.984167,-117.138268,6,2,Summer,Small,2023-06-21,,,,,0.0,Unknown,,,Dry,6,2,Summer
Harney Fire,2023-06-21,Tuolumne,37.0,37.8558452,-120.3728742,6,2,Summer,Medium,2023-06-21,,,,,0.0,Unknown,,,Dry,6,2,Summer
Peoria Fire,2023-06-23,Yuba,59.0,39.258,-121.3801,6,4,Summer,Medium,2023-06-23,,,,,0.0,Unknown,,,Dry,6,4,Summer
Balfour Fire,2023-06-25,Contra Costa,74.0,37.9143,-121.7676,6,6,Summer,Medium,2023-06-25,,,,,0.0,Unknown,,,Dry,6,6,Summer
Crane Fire,2023-06-27,Fresno,24.0,36.8675,-119.0137,6,1,Summer,Small,2023-06-27,,22.8,16.1,2.5,0.0,Unknown,Medium,Medium,Dry,6,1,Summer
Juniper Fire,2023-06-27,Riverside,68.0,33.787329,-117.330286,6,1,Summer,Medium,2023-06-27,,22.8,16.1,2.5,0.0,Unknown,Medium,Medium,Dry,6,1,Summer
Nice Fire,2023-06-27,San Bernardino,90.0,34.0568,-117.0957,6,1,Summer,Medium,2023-06-27,,22.8,16.1,2.5,0.0,Unknown,Medium,Medium,Dry,6,1,Summer
Champagne Fire ,2023-06-30,Kern,25.0,34.9516,-118.4252,6,4,Summer,Small,2023-06-30,,27.8,16.7,1.8,0.0,Unknown,High,Medium,Dry,6,4,Summer
Gann Fire,2023-07-02,Calaveras,105.0,38.114444,-120.798285,7,6,Summer,Medium,2023-07-02,,27.8,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,6,Summer
Peter Fire,2023-07-03,Los Angeles,14.0,34.516944,-118.193056,7,0,Summer,Small,2023-07-03,,25.6,15.6,1.7,0.0,Unknown,Medium,Medium,Dry,7,0,Summer
Roundup Fire,2023-07-04,San Bernardino,34.0,34.38695,-117.186767,7,1,Summer,Small,2023-07-04,,24.4,16.7,2.5,0.0,Unknown,Medium,Medium,Dry,7,1,Summer
Bernasconi Fire,2023-07-04,Riverside,18.0,33.838928,-117.153554,7,1,Summer,Small,2023-07-04,,24.4,16.7,2.5,0.0,Unknown,Medium,Medium,Dry,7,1,Summer
Lincoln Fire,2023-07-05,Riverside,39.0,33.583941,-116.078906,7,2,Summer,Medium,2023-07-05,,28.3,15.6,1.4,0.0,Unknown,High,Medium,Dry,7,2,Summer
Day Fire,2023-07-05,Riverside,56.0,33.837311,-117.278984,7,2,Summer,Medium,2023-07-05,,28.3,15.6,1.4,0.0,Unknown,High,Medium,Dry,7,2,Summer
Frog Fire,2023-07-06,Riverside,33.0,33.479,-117.0575,7,3,Summer,Small,2023-07-06,,23.9,15.6,2.2,0.0,Unknown,Medium,Medium,Dry,7,3,Summer
District Fire,2023-07-07,Kern,1044.0,34.8866,-118.9033,7,4,Summer,Large,2023-07-07,,22.8,17.8,3.0,0.0,Unknown,Medium,High,Dry,7,4,Summer
Vineyard Fire,2023-07-09,"Monterey, San Luis Obispo",391.0,35.8,-120.8169,7,6,Summer,Large,2023-07-09,,,,,0.0,Unknown,,,Dry,7,6,Summer
Park Fire,2023-07-09,San Diego,64.0,32.6003,-116.5836,7,6,Summer,Medium,2023-07-09,,,,,0.0,Unknown,,,Dry,7,6,Summer
Rider Fire,2023-07-11,Riverside,12.0,33.8302,-117.2616,7,1,Summer,Small,2023-07-11,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,1,Summer
Carbon Fire,2023-07-11,Amador,58.0,38.43948,-120.98731,7,1,Summer,Medium,2023-07-11,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,1,Summer
Snake Fire,2023-07-11,Riverside,30.0,33.7505,-117.348,7,1,Summer,Small,2023-07-11,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,1,Summer
Spring Fire,2023-07-11,Riverside,35.0,33.9364,-117.124,7,1,Summer,Small,2023-07-11,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,1,Summer
Liberty Fire,2023-07-11,Amador,71.0,38.2387,-121.0089,7,1,Summer,Medium,2023-07-11,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,1,Summer
Avocado Fire,2023-07-12,Riverside,10.0,33.505725,-117.300098,7,2,Summer,Small,2023-07-12,,30.6,18.9,2.3,0.0,Unknown,High,High,Dry,7,2,Summer
Pulsar Fire,2023-07-13,Riverside,12.0,33.821929,-117.068009,7,3,Summer,Small,2023-07-13,,28.9,19.4,2.8,0.0,Unknown,High,High,Dry,7,3,Summer
Highland Fire,2023-07-14,Riverside,105.0,33.907342,-116.946498,7,4,Summer,Medium,2023-07-14,,31.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Rabbit Fire,2023-07-14,Riverside,8355.0,33.889467,-117.070916,7,4,Summer,Large,2023-07-14,,31.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Reche Fire,2023-07-14,Riverside,436.0,33.9835,-117.2169,7,4,Summer,Large,2023-07-14,,31.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Gavilan Fire,2023-07-15,Riverside,336.0,33.817004,-117.358124,7,5,Summer,Large,2023-07-15,,28.3,18.3,2.0,0.0,Unknown,High,High,Dry,7,5,Summer
Lodoga Fire,2023-07-16,Colusa,22.0,39.2694,-122.466,7,6,Summer,Small,2023-07-16,,25.6,18.9,3.0,0.0,Unknown,Medium,High,Dry,7,6,Summer
Juniper Fire,2023-07-18,Fresno,15.0,36.1132,-120.5689,7,1,Summer,Small,2023-07-18,,,,,0.0,Unknown,,,Dry,7,1,Summer
Stony Fire,2023-07-18,Glenn,89.0,39.6685,-122.5259,7,1,Summer,Medium,2023-07-18,,,,,0.0,Unknown,,,Dry,7,1,Summer
Idria Fire,2023-07-19,San Benito,296.0,36.490487,-120.801732,7,2,Summer,Large,2023-07-19,,33.9,20.6,1.7,0.0,Unknown,High,High,Dry,7,2,Summer
Oak Fire,2023-07-19,Riverside,137.0,34.0182,-117.4261,7,2,Summer,Medium,2023-07-19,,33.9,20.6,1.7,0.0,Unknown,High,High,Dry,7,2,Summer
Wonder Fire,2023-07-24,Shasta,162.0,40.7316228,-122.3232056,7,0,Summer,Large,2023-07-24,,,,,0.0,Unknown,,,Dry,7,0,Summer
Long Fire,2023-07-25,Fresno,33.0,36.6932792,-119.1521739,7,1,Summer,Small,2023-07-25,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,7,1,Summer
Victor Fire,2023-07-25,Los Angeles,70.0,34.356691,-118.507954,7,1,Summer,Medium,2023-07-25,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,7,1,Summer
Agua Fire,2023-07-25,Los Angeles,421.0,34.438333,-118.326389,7,1,Summer,Large,2023-07-25,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,7,1,Summer
Turkey Fire,2023-07-26,Butte,65.0,39.446994,-121.399989,7,2,Summer,Medium,2023-07-26,,31.1,19.4,2.6,0.0,Unknown,High,High,Dry,7,2,Summer
Bonny Fire,2023-07-27,Riverside,2323.0,33.4769,-116.7247,7,3,Summer,Large,2023-07-27,,,,,0.0,Unknown,,,Dry,7,3,Summer
Sunset Fire,2023-07-27,Riverside,103.0,33.9372,-116.9081,7,3,Summer,Medium,2023-07-27,,,,,0.0,Unknown,,,Dry,7,3,Summer
Scodie Fire,2023-07-28,Kern,20.0,35.6967,-118.2148,7,4,Summer,Small,2023-07-28,,29.4,20.0,1.8,0.0,Unknown,High,High,Dry,7,4,Summer
Flynn Fire,2023-07-29,Alameda,80.0,37.7356,-121.6065,7,5,Summer,Medium,2023-07-29,,31.7,20.0,1.9,0.0,Unknown,High,High,Dry,7,5,Summer
Shell Fire,2023-07-30,San Luis Obispo,100.0,35.458459,-120.334625,7,6,Summer,Medium,2023-07-30,,30.0,21.1,2.8,0.0,Unknown,High,High,Dry,7,6,Summer
York Fire,2023-08-01,San Bernardino,93078.0,35.191889,-115.317389,8,1,Summer,Large,2023-08-01,,32.2,22.8,1.6,0.0,Unknown,High,High,Dry,8,1,Summer
Haberkern Fire,2023-08-01,Kern,35.0,36.7611111,-119.988888,8,1,Summer,Small,2023-08-01,,32.2,22.8,1.6,0.0,Unknown,High,High,Dry,8,1,Summer
Beale Fire,2023-08-01,Kern,61.0,35.403564,-120.181725,8,1,Summer,Medium,2023-08-01,,32.2,22.8,1.6,0.0,Unknown,High,High,Dry,8,1,Summer
Nuevo Fire,2023-08-01,Riverside,20.0,33.7995,-117.11938,8,1,Summer,Small,2023-08-01,,32.2,22.8,1.6,0.0,Unknown,High,High,Dry,8,1,Summer
RV Fire,2023-08-01,Merced,29.0,36.9648,-120.8839,8,1,Summer,Small,2023-08-01,,32.2,22.8,1.6,0.0,Unknown,High,High,Dry,8,1,Summer
East Fire ,2023-08-01,Kern,1291.0,35.490591,-118.875657,8,1,Summer,Large,2023-08-01,,32.2,22.8,1.6,0.0,Unknown,High,High,Dry,8,1,Summer
Almond Fire,2023-08-02,Riverside,95.0,33.91436,-116.76111,8,2,Summer,Medium,2023-08-02,,,,,0.0,Unknown,,,Dry,8,2,Summer
Stanley Fire,2023-08-02,Riverside,16.0,33.602019,-116.84334,8,2,Summer,Small,2023-08-02,,,,,0.0,Unknown,,,Dry,8,2,Summer
Clayton Fire,2023-08-03,Santa Clara,68.0,37.368648,-121.464716,8,3,Summer,Medium,2023-08-03,,26.1,19.4,2.3,0.0,Unknown,Medium,High,Dry,8,3,Summer
Ridge Fire,2023-08-04,Shasta,28.0,40.735974,-122.624538,8,4,Summer,Small,2023-08-04,,26.7,18.9,3.0,0.0,Unknown,High,High,Dry,8,4,Summer
Boulevard Fire,2023-08-04,Kern,88.0,35.0990626,-118.2951023,8,4,Summer,Medium,2023-08-04,,26.7,18.9,3.0,0.0,Unknown,High,High,Dry,8,4,Summer
No Name Fire,2023-08-05,Kern,1120.0,35.78611,-117.8875,8,5,Summer,Large,2023-08-05,,27.8,20.0,2.6,0.0,Unknown,High,High,Dry,8,5,Summer
Pass ,2023-08-06,San Diego,36.0,32.68535,-116.3017,8,6,Summer,Medium,2023-08-06,,27.8,19.4,3.0,0.0,Unknown,High,High,Dry,8,6,Summer
Almond Fire,2023-08-06,Kern,5228.0,35.614674,-119.835808,8,6,Summer,Large,2023-08-06,,27.8,19.4,3.0,0.0,Unknown,High,High,Dry,8,6,Summer
Bunnie Fire,2023-08-09,San Diego,184.0,32.994676,-116.855731,8,2,Summer,Large,2023-08-09,,,,,0.0,Unknown,,,Dry,8,2,Summer
Rock Fire,2023-08-09,Riverside,531.0,33.871189,-117.150639,8,2,Summer,Large,2023-08-09,,,,,0.0,Unknown,,,Dry,8,2,Summer
Cemetery Fire,2023-08-09,Butte,68.0,39.377918,-121.68793,8,2,Summer,Medium,2023-08-09,,,,,0.0,Unknown,,,Dry,8,2,Summer
Dry Creek Complex,2023-08-10,Tulare,301.0,36.5323,-119.0113,8,3,Summer,Large,2023-08-10,,26.1,20.6,2.6,0.0,Unknown,Medium,High,Dry,8,3,Summer
Hernandez Fire,2023-08-10,San Benito,75.0,36.4392121,-120.9783812,8,3,Summer,Medium,2023-08-10,,26.1,20.6,2.6,0.0,Unknown,Medium,High,Dry,8,3,Summer
Trotter,2023-08-14,Kern,52.0,35.1387962,-118.6027987,8,0,Summer,Medium,2023-08-14,,31.7,20.0,1.6,0.0,Unknown,High,High,Dry,8,0,Summer
Bitter Fire,2023-08-15,San Luis Obispo,695.0,35.4854,-120.0574,8,1,Summer,Large,2023-08-15,,33.3,20.0,1.3,0.0,Unknown,High,High,Dry,8,1,Summer
SKU August Lightning Complex,2023-08-15,Siskiyou,838.0,41.2477,-121.5041,8,1,Summer,Large,2023-08-15,,33.3,20.0,1.3,0.0,Unknown,High,High,Dry,8,1,Summer
South Fork Complex,2023-08-15,Trinity,3929.0,40.623606,-123.662677,8,1,Summer,Large,2023-08-15,,33.3,20.0,1.3,0.0,Unknown,High,High,Dry,8,1,Summer
Smith River Complex,2023-08-15,Del Norte,95107.0,41.958269,-123.868447,8,1,Summer,Large,2023-08-15,,33.3,20.0,1.3,0.0,Unknown,High,High,Dry,8,1,Summer
Happy Camp Complex,2023-08-16,Siskiyou,21725.0,41.777554,-123.045093,8,2,Summer,Large,2023-08-16,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,2,Summer
3-9 Fire,2023-08-16,Humboldt,2840.0,40.636317,-123.5797,8,2,Summer,Large,2023-08-16,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,2,Summer
Slide 1 Fire,2023-08-16,Tehama,473.0,40.036944,-122.855,8,2,Summer,Large,2023-08-16,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,2,Summer
Deep Fire,2023-08-16,Trinity,4198.0,40.93686,-122.94871,8,2,Summer,Large,2023-08-16,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,2,Summer
Cochrane Fire,2023-08-16,Santa Clara,72.0,37.18725,-121.67208,8,2,Summer,Medium,2023-08-16,,30.6,20.0,2.2,0.0,Unknown,High,High,Dry,8,2,Summer
Thirty Five Fire,2023-08-17,Glenn,109.0,39.6194,-122.3287,8,3,Summer,Medium,2023-08-17,,32.2,19.4,1.3,0.0,Unknown,High,High,Dry,8,3,Summer
Coyote Fire,2023-08-17,San Diego,466.0,32.6347,-116.6415,8,3,Summer,Large,2023-08-17,,32.2,19.4,1.3,0.0,Unknown,High,High,Dry,8,3,Summer
Plant Fire,2023-08-19,Santa Barbara,5464.0,34.9190169,-119.73328,8,5,Summer,Large,2023-08-19,,27.2,17.8,1.0,0.0,Unknown,High,High,Dry,8,5,Summer
SRF Lightning Complex,2023-08-20,Humboldt,50198.0,41.017222,-123.611167,8,6,Summer,Large,2023-08-20,,25.0,19.4,3.8,51.1,Unknown,Medium,High,Dry,8,6,Summer
