incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH_fire,DAY_OF_WEEK_fire,SEASON_fire,FIRE_SIZE_CAT,DATE,TAVG,TMAX,TMIN,AWND,PRCP,TAVG_CAT,TMAX_CAT,TMIN_CAT,PRCP_CAT,MONTH_weather,DAY_OF_WEEK_weather,SEASON_weather
Mission 2 Fire,2025-06-16,San Diego,21.0,33.304144,-117.222897,6,0,Summer,Small,2025-06-16,,,,,0.0,Unknown,,,Dry,6,0,Summer
Flume Fire,2025-06-16,Tuolumne,10.0,38.002498,-120.428245,6,0,Summer,Small,2025-06-16,,,,,0.0,Unknown,,,Dry,6,0,Summer
Elm Fire,2025-06-16,Monterey,17.0,36.285576,-121.288116,6,0,Summer,Small,2025-06-16,,,,,0.0,Unknown,,,Dry,6,0,Summer
Mission Fire,2025-06-16,Alameda,64.0,37.579302,-121.917569,6,0,Summer,Medium,2025-06-16,,,,,0.0,Unknown,,,Dry,6,0,Summer
Maria Fire,2025-06-16,Ventura,54.0,34.338157,-119.068341,6,0,Summer,Medium,2025-06-16,,,,,0.0,Unknown,,,Dry,6,0,Summer
Tule Fire,2025-06-17,Tulare,40.0,36.024449,-118.803799,6,1,Summer,Medium,2025-06-17,,,,,0.0,Unknown,,,Dry,6,1,Summer
Monte Fire ,2025-06-17,San Diego,1495.0,32.8921885,-116.8435559,6,1,Summer,Large,2025-06-17,,,,,0.0,Unknown,,,Dry,6,1,Summer
Bonanza Fire,2025-06-17,El Dorado,181.0,38.65789,-120.88977,6,1,Summer,Large,2025-06-17,,,,,0.0,Unknown,,,Dry,6,1,Summer
Ranch Pl Fire,2025-06-17,Santa Clara,92.0,37.4097645,-121.8445081,6,1,Summer,Medium,2025-06-17,,,,,0.0,Unknown,,,Dry,6,1,Summer
South Fire,2025-06-18,Fresno,20.0,36.617484,-119.325847,6,2,Summer,Small,2025-06-18,,29.4,17.8,2.1,0.0,Unknown,High,High,Dry,6,2,Summer
Band Fire,2025-06-18,Mariposa,13.0,37.644013,-120.32096,6,2,Summer,Small,2025-06-18,,29.4,17.8,2.1,0.0,Unknown,High,High,Dry,6,2,Summer
Rider Fire,2025-06-18,Riverside,50.0,33.827937,-117.26152,6,2,Summer,Medium,2025-06-18,,29.4,17.8,2.1,0.0,Unknown,High,High,Dry,6,2,Summer
Somersville Fire,2025-06-18,Contra Costa,358.0,37.981065,-121.850359,6,2,Summer,Large,2025-06-18,,29.4,17.8,2.1,0.0,Unknown,High,High,Dry,6,2,Summer
Iverson Fire,2025-06-19,Monterey,11.0,36.527575,-121.41631,6,3,Summer,Small,2025-06-19,,25.6,18.3,2.5,0.0,Unknown,Medium,High,Dry,6,3,Summer
Rancho Fire,2025-06-19,Shasta,157.0,40.405179,-122.314137,6,3,Summer,Large,2025-06-19,,25.6,18.3,2.5,0.0,Unknown,Medium,High,Dry,6,3,Summer
Cut Fire,2025-06-19,Kings,20.0,36.07288,-120.102299,6,3,Summer,Small,2025-06-19,,25.6,18.3,2.5,0.0,Unknown,Medium,High,Dry,6,3,Summer
Hawick Fire,2025-06-19,San Diego,51.0,32.828836,-116.8865217,6,3,Summer,Medium,2025-06-19,,25.6,18.3,2.5,0.0,Unknown,Medium,High,Dry,6,3,Summer
Coal Fire,2025-06-19,Fresno,90.0,36.29538,-120.267799,6,3,Summer,Medium,2025-06-19,,25.6,18.3,2.5,0.0,Unknown,Medium,High,Dry,6,3,Summer
Clark Fire,2025-06-20,Butte,25.0,39.619667,-121.628921,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Le Grand Fire,2025-06-20,Merced,12.0,37.227475,-120.378832,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Happy Fire,2025-06-20,Shasta,2.0,40.486435,-122.393131,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Pilitas Fire,2025-06-20,San Luis Obispo,20.0,35.351553,-120.496248,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Rush Fire,2025-06-20,Trinity,33.0,40.712794,-122.81401,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Camino Fire,2025-06-20,Tuolumne,387.0,37.759084,-120.464241,6,4,Summer,Large,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Ruth Fire,2025-06-20,Fresno,14.0,36.723722,-119.147595,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Raven Fire,2025-06-20,Siskiyou,10.0,41.883057,-122.439466,6,4,Summer,Small,2025-06-20,,23.3,18.9,3.4,0.0,Unknown,Medium,High,Dry,6,4,Summer
Colvin Fire,2025-06-21,Tulare,46.0,36.470737,-119.167075,6,5,Summer,Medium,2025-06-21,,24.4,17.2,3.0,0.0,Unknown,Medium,High,Dry,6,5,Summer
Rock Fire,2025-06-21,Merced,26.0,37.515906,-120.452933,6,5,Summer,Small,2025-06-21,,24.4,17.2,3.0,0.0,Unknown,Medium,High,Dry,6,5,Summer
Benito Fire,2025-06-22,Fresno,430.0,36.730979,-120.360998,6,6,Summer,Large,2025-06-22,,23.9,16.1,2.7,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Grizzly Fire,2025-06-22,Tuolumne,46.0,37.783207,-120.26613,6,6,Summer,Medium,2025-06-22,,23.9,16.1,2.7,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Green Fire,2025-06-22,Alameda,75.0,37.7378488,-121.6171198,6,6,Summer,Medium,2025-06-22,,23.9,16.1,2.7,0.0,Unknown,Medium,Medium,Dry,6,6,Summer
Washington Fire,2025-06-23,Merced,35.0,37.302318,-120.760519,6,0,Summer,Small,2025-06-23,,25.0,16.1,2.8,0.0,Unknown,Medium,Medium,Dry,6,0,Summer
Rodeo Fire,2025-06-23,Contra Costa,65.0,38.022773,-122.24052,6,0,Summer,Medium,2025-06-23,,25.0,16.1,2.8,0.0,Unknown,Medium,Medium,Dry,6,0,Summer
Ward Fire,2025-06-23,Lassen,10.0,40.396723,-120.42736,6,0,Summer,Small,2025-06-23,,25.0,16.1,2.8,0.0,Unknown,Medium,Medium,Dry,6,0,Summer
Granite Fire,2025-06-24,Kern,175.0,35.511497,-119.01354,6,1,Summer,Large,2025-06-24,,,,,0.0,Unknown,,,Dry,6,1,Summer
Monterey Fire,2025-06-24,Fresno,180.0,36.486982,-120.370491,6,1,Summer,Large,2025-06-24,,,,,0.0,Unknown,,,Dry,6,1,Summer
Ariane Fire,2025-06-24,San Diego,5.0,32.80368,-117.193056,6,1,Summer,Small,2025-06-24,,,,,0.0,Unknown,,,Dry,6,1,Summer
Montana Fire,2025-06-24,Siskiyou,20.0,41.627217,-122.365602,6,1,Summer,Small,2025-06-24,,,,,0.0,Unknown,,,Dry,6,1,Summer
Dias Fire,2025-06-25,Fresno,852.0,36.0498,-120.3988,6,2,Summer,Large,2025-06-25,,27.2,17.8,1.4,0.0,Unknown,High,High,Dry,6,2,Summer
Fleming Fire,2025-06-25,Riverside,21.0,34.023047,-117.47683,6,2,Summer,Small,2025-06-25,,27.2,17.8,1.4,0.0,Unknown,High,High,Dry,6,2,Summer
Dry Fire,2025-06-25,Mono,15.0,37.720963,-118.966856,6,2,Summer,Small,2025-06-25,,27.2,17.8,1.4,0.0,Unknown,High,High,Dry,6,2,Summer
Saddle Fire,2025-06-26,Tulare,206.0,36.400201,-118.944829,6,3,Summer,Large,2025-06-26,,,,,0.0,Unknown,,,Dry,6,3,Summer
Red Fire,2025-06-26,Madera,54.0,37.08604,-119.698787,6,3,Summer,Medium,2025-06-26,,,,,0.0,Unknown,,,Dry,6,3,Summer
Jasper Fire,2025-06-26,Los Angeles,36.0,34.4255821,-118.6586194,6,3,Summer,Medium,2025-06-26,,,,,0.0,Unknown,,,Dry,6,3,Summer
Orange 2 Fire,2025-06-26,Fresno,20.0,36.617488,-119.327231,6,3,Summer,Small,2025-06-26,,,,,0.0,Unknown,,,Dry,6,3,Summer
Parlier Fire,2025-06-27,Fresno,10.0,36.611927,-119.516953,6,4,Summer,Small,2025-06-27,,,,,0.0,Unknown,,,Dry,6,4,Summer
Springs Fire,2025-06-27,Siskiyou,14.0,41.5625133,-122.3668324,6,4,Summer,Small,2025-06-27,,,,,0.0,Unknown,,,Dry,6,4,Summer
Llano Fire,2025-06-28,San Luis Obispo,20.0,35.489202,-120.720399,6,5,Summer,Small,2025-06-28,,,,,0.0,Unknown,,,Dry,6,5,Summer
Smiley Fire,2025-06-28,San Bernardino,83.0,34.005867,-117.192261,6,5,Summer,Medium,2025-06-28,,,,,0.0,Unknown,,,Dry,6,5,Summer
Lake Fire,2025-06-28,San Bernardino,485.0,34.28816,-117.349169,6,5,Summer,Large,2025-06-28,,,,,0.0,Unknown,,,Dry,6,5,Summer
Chance Fire,2025-06-28,San Luis Obispo,52.0,35.765157,-120.769914,6,5,Summer,Medium,2025-06-28,,,,,0.0,Unknown,,,Dry,6,5,Summer
Cable Fire,2025-06-29,San Bernardino,19.0,34.22809,-117.374501,6,6,Summer,Small,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Turner Fire,2025-06-29,Merced,19.0,37.157274,-120.700946,6,6,Summer,Small,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Mindy Fire,2025-06-29,Riverside,109.0,33.55768,-116.85995,6,6,Summer,Medium,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Mandalay Fire,2025-06-29,Riverside,83.0,33.955583,-117.483115,6,6,Summer,Medium,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Marysville Fire,2025-06-29,Yuba,20.0,39.382915,-121.151358,6,6,Summer,Small,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Wolf Fire,2025-06-29,Riverside,2387.0,33.88649,-116.89942,6,6,Summer,Large,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Kenyon Fire,2025-06-29,Shasta,26.0,40.54094,-122.40611,6,6,Summer,Small,2025-06-29,,,,,0.0,Unknown,,,Dry,6,6,Summer
Blanca Fire,2025-06-30,Madera,12.0,37.041595,-119.761885,6,0,Summer,Small,2025-06-30,,25.0,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,0,Summer
Perch Fire,2025-06-30,Siskiyou,24.0,41.920673,-122.4204,6,0,Summer,Small,2025-06-30,,25.0,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,0,Summer
Juniper Fire,2025-06-30,Riverside,756.0,33.801555,-117.325778,6,0,Summer,Large,2025-06-30,,25.0,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,0,Summer
Cherry Fire,2025-06-30,Solano,8.0,38.336187,-122.02472,6,0,Summer,Small,2025-06-30,,25.0,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,0,Summer
Quarry Fire,2025-06-30,San Joaquin,26.0,38.308538,-120.970323,6,0,Summer,Small,2025-06-30,,25.0,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,0,Summer
Sims Fire,2025-06-30,Lassen,223.0,40.142467,-120.185357,6,0,Summer,Large,2025-06-30,,25.0,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,0,Summer
Peak Fire,2025-07-01,Tulare,34.0,36.523445,-118.894072,7,1,Summer,Small,2025-07-01,,,,,0.0,Unknown,,,Dry,7,1,Summer
Brown Fire,2025-07-01,Solano,15.0,38.430903,-122.045526,7,1,Summer,Small,2025-07-01,,,,,0.0,Unknown,,,Dry,7,1,Summer
Oakdale Fire,2025-07-01,Yolo,78.0,38.673273,-122.017383,7,1,Summer,Medium,2025-07-01,,,,,0.0,Unknown,,,Dry,7,1,Summer
Green Fire,2025-07-01,Shasta,19022.0,40.834939,-122.094146,7,1,Summer,Large,2025-07-01,,,,,0.0,Unknown,,,Dry,7,1,Summer
No Name Fire,2025-07-01,Siskiyou,4.0,41.7585,-123.2135,7,1,Summer,Small,2025-07-01,,,,,0.0,Unknown,,,Dry,7,1,Summer
Madre Fire,2025-07-02,San Luis Obispo,80779.0,35.099242,-119.982548,7,2,Summer,Large,2025-07-02,,,,,0.0,Unknown,,,Dry,7,2,Summer
Horse Fire,2025-07-02,Shasta,385.0,40.87206,-122.55849,7,2,Summer,Large,2025-07-02,,,,,0.0,Unknown,,,Dry,7,2,Summer
Heart Fire,2025-07-02,Fresno,60.0,36.210429,-120.085599,7,2,Summer,Medium,2025-07-02,,,,,0.0,Unknown,,,Dry,7,2,Summer
Helena Fire,2025-07-02,Trinity,110.0,40.794628,-123.132571,7,2,Summer,Medium,2025-07-02,,,,,0.0,Unknown,,,Dry,7,2,Summer
Marble Complex Fire,2025-07-03,Siskiyou,747.0,41.52404,-123.13222,7,3,Summer,Large,2025-07-03,,24.4,17.8,2.2,0.0,Unknown,Medium,High,Dry,7,3,Summer
Fairmont Fire,2025-07-03,Alameda,7.0,37.714766,-122.104671,7,3,Summer,Small,2025-07-03,,24.4,17.8,2.2,0.0,Unknown,Medium,High,Dry,7,3,Summer
Ravine Fire,2025-07-03,Nevada,35.0,39.064532,-121.267354,7,3,Summer,Small,2025-07-03,,24.4,17.8,2.2,0.0,Unknown,Medium,High,Dry,7,3,Summer
Snelling Fire,2025-07-03,Merced,16.0,37.471435,-120.501308,7,3,Summer,Small,2025-07-03,,24.4,17.8,2.2,0.0,Unknown,Medium,High,Dry,7,3,Summer
Elwood Fire,2025-07-03,Fresno,52.0,36.811475,-119.383467,7,3,Summer,Medium,2025-07-03,,24.4,17.8,2.2,0.0,Unknown,Medium,High,Dry,7,3,Summer
Sabe Fire,2025-07-04,San Benito,27.0,36.801216,-121.271644,7,4,Summer,Small,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Springs Fire,2025-07-04,Riverside,18.0,33.919507,-117.103765,7,4,Summer,Small,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
District Fire,2025-07-04,Butte,44.0,39.4464985,-121.4836105,7,4,Summer,Medium,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Cowden Fire,2025-07-04,San Benito,19.0,36.809334,-121.390959,7,4,Summer,Small,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Grove Fire,2025-07-04,Butte,78.0,39.3742124,-121.4139814,7,4,Summer,Medium,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Walnut Fire,2025-07-04,Fresno,9.0,36.70169,-119.808899,7,4,Summer,Small,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Chow1 Fire,2025-07-04,Madera,11.0,37.136643,-120.226007,7,4,Summer,Small,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Sanderson Fire,2025-07-04,Riverside,18.0,33.787296,-117.006785,7,4,Summer,Small,2025-07-04,,,,,0.0,Unknown,,,Dry,7,4,Summer
Van Clief Rd Stevenson Fire,2025-07-05,Merced,18.0,37.288251,-120.833366,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Morgan Fire,2025-07-05,Contra Costa,12.0,37.773964,-121.778644,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Zediker Fire,2025-07-05,Fresno,164.0,36.611938,-119.520899,7,5,Summer,Large,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Sage Fire,2025-07-05,Riverside,9.0,33.929799,-117.186627,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Ignacio Fire,2025-07-05,Riverside,21.0,33.543824,-116.918051,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Rancho Fire,2025-07-05,San Luis Obispo,28.0,35.532939,-120.622981,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Soboba Fire,2025-07-05,Riverside,9.0,33.786094,-116.923214,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Pomo Fire,2025-07-05,Lake,16.0,39.139455,-122.881426,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Cactus Fire,2025-07-05,Riverside,21.0,33.908497,-117.287235,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Hunter Fire,2025-07-05,Mariposa,27.0,37.565899,-120.152833,7,5,Summer,Small,2025-07-05,,28.3,16.7,1.7,0.0,Unknown,High,Medium,Dry,7,5,Summer
Bartlett Fire,2025-07-06,Lake,13.0,39.165061,-122.613599,7,6,Summer,Small,2025-07-06,,27.2,16.7,1.9,0.0,Unknown,High,Medium,Dry,7,6,Summer
Flume Fire,2025-07-06,Tulare,73.0,36.161296,-118.706452,7,6,Summer,Medium,2025-07-06,,27.2,16.7,1.9,0.0,Unknown,High,Medium,Dry,7,6,Summer
Bridge 3 Fire,2025-07-06,Humboldt,366.0,40.172678,-123.60102,7,6,Summer,Large,2025-07-06,,27.2,16.7,1.9,0.0,Unknown,High,Medium,Dry,7,6,Summer
Bluff Fire,2025-07-07,Riverside,13.0,33.950365,-116.880684,7,0,Summer,Small,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Pyrite Fire,2025-07-07,Riverside,150.0,34.017805,-117.462368,7,0,Summer,Medium,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Nichols Fire,2025-07-07,Riverside,50.0,33.7198782,-117.36247,7,0,Summer,Medium,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Tractor Fire,2025-07-07,Tulare,10.0,36.224616,-118.832595,7,0,Summer,Small,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Fish Fire,2025-07-07,Fresno,23.0,36.794181,-119.411635,7,0,Summer,Small,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Corning Fire,2025-07-07,Tehama,21.0,39.928283,-122.2985996,7,0,Summer,Small,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Birds Fire,2025-07-07,Solano,15.0,38.1303671,-121.79616,7,0,Summer,Small,2025-07-07,,28.3,17.8,1.9,0.0,Unknown,High,High,Dry,7,0,Summer
Bert Fire,2025-07-08,Los Angeles,47.0,34.449864,-118.611317,7,1,Summer,Medium,2025-07-08,,31.7,16.1,1.6,0.0,Unknown,High,Medium,Dry,7,1,Summer
Victoria Fire,2025-07-08,Alameda,15.0,37.655501,-121.659503,7,1,Summer,Small,2025-07-08,,31.7,16.1,1.6,0.0,Unknown,High,Medium,Dry,7,1,Summer
Orleans Complex ,2025-07-08,Siskiyou,22153.0,41.3255556,-123.4177777,7,1,Summer,Large,2025-07-08,,31.7,16.1,1.6,0.0,Unknown,High,Medium,Dry,7,1,Summer
Pickup Fire,2025-07-09,Madera,10.0,37.244233,-119.731216,7,2,Summer,Small,2025-07-09,,,,,0.0,Unknown,,,Dry,7,2,Summer
Steele Fire,2025-07-09,San Diego,28.0,32.733209,-116.914968,7,2,Summer,Small,2025-07-09,,,,,0.0,Unknown,,,Dry,7,2,Summer
Button Fire,2025-07-09,Fresno,20.0,36.654779,-119.435896,7,2,Summer,Small,2025-07-09,,,,,0.0,Unknown,,,Dry,7,2,Summer
Kirker Fire,2025-07-10,Contra Costa,14.0,37.982895,-121.898942,7,3,Summer,Small,2025-07-10,,26.7,18.3,3.0,0.0,Unknown,High,High,Dry,7,3,Summer
Reche Fire,2025-07-10,Riverside,18.0,33.95918,-117.191827,7,3,Summer,Small,2025-07-10,,26.7,18.3,3.0,0.0,Unknown,High,High,Dry,7,3,Summer
Moore Fire,2025-07-10,Placer,20.0,38.873631,-121.322879,7,3,Summer,Small,2025-07-10,,26.7,18.3,3.0,0.0,Unknown,High,High,Dry,7,3,Summer
Springs Fire,2025-07-10,San Diego,50.0,32.7145184,-116.7478188,7,3,Summer,Medium,2025-07-10,,26.7,18.3,3.0,0.0,Unknown,High,High,Dry,7,3,Summer
Madera Fire,2025-07-10,Riverside,19.0,33.50064,-117.01089,7,3,Summer,Small,2025-07-10,,26.7,18.3,3.0,0.0,Unknown,High,High,Dry,7,3,Summer
Parkway Fire,2025-07-11,Sacramento,24.0,38.493586,-121.09374,7,4,Summer,Small,2025-07-11,,26.1,18.3,2.3,0.0,Unknown,Medium,High,Dry,7,4,Summer
Stardust Fire,2025-07-12,Placer,12.0,38.882558,-121.247136,7,5,Summer,Small,2025-07-12,,26.1,18.9,2.1,0.0,Unknown,Medium,High,Dry,7,5,Summer
Scavenger Fire,2025-07-12,Fresno,165.0,36.226722,-120.193833,7,5,Summer,Large,2025-07-12,,26.1,18.9,2.1,0.0,Unknown,Medium,High,Dry,7,5,Summer
Canon Fire,2025-07-12,Solano,68.0,38.2986878,-121.933483,7,5,Summer,Medium,2025-07-12,,26.1,18.9,2.1,0.0,Unknown,Medium,High,Dry,7,5,Summer
Island Fire,2025-07-12,Fresno,10.0,36.864545,-119.315821,7,5,Summer,Small,2025-07-12,,26.1,18.9,2.1,0.0,Unknown,Medium,High,Dry,7,5,Summer
Ivory Fire,2025-07-13,Glenn,20.0,39.574,-122.707,7,6,Summer,Small,2025-07-13,,,,,0.0,Unknown,,,Dry,7,6,Summer
Marie Fire,2025-07-13,Fresno,40.0,36.748969,-120.369387,7,6,Summer,Medium,2025-07-13,,,,,0.0,Unknown,,,Dry,7,6,Summer
Max Fire,2025-07-13,Fresno,426.0,36.9646836,-119.2280383,7,6,Summer,Large,2025-07-13,,,,,0.0,Unknown,,,Dry,7,6,Summer
Chowchilla Fire,2025-07-13,Madera,13.0,37.098778,-120.265957,7,6,Summer,Small,2025-07-13,,,,,0.0,Unknown,,,Dry,7,6,Summer
Fandango Fire,2025-07-14,Modoc,10.0,41.79792,-120.19432,7,0,Summer,Small,2025-07-14,,25.0,17.2,2.0,0.0,Unknown,Medium,High,Dry,7,0,Summer
Jefferson Fire,2025-07-14,Fresno,40.0,36.654009,-120.315699,7,0,Summer,Medium,2025-07-14,,25.0,17.2,2.0,0.0,Unknown,Medium,High,Dry,7,0,Summer
High Fire,2025-07-15,Fresno,20.0,36.66331,-119.786,7,1,Summer,Small,2025-07-15,,,,,0.0,Unknown,,,Dry,7,1,Summer
Fay Fire,2025-07-15,Kern,686.0,35.7349929,-118.3068082,7,1,Summer,Large,2025-07-15,,,,,0.0,Unknown,,,Dry,7,1,Summer
Fobes Fire,2025-07-15,Riverside,29.0,33.636667,-116.634361,7,1,Summer,Small,2025-07-15,,,,,0.0,Unknown,,,Dry,7,1,Summer
Piedra Fire,2025-07-15,Fresno,21.0,36.745812,-119.450866,7,1,Summer,Small,2025-07-15,,,,,0.0,Unknown,,,Dry,7,1,Summer
Dale Fire,2025-07-16,Riverside,1096.0,33.51744,-116.78672,7,2,Summer,Large,2025-07-16,,24.4,19.4,2.6,0.0,Unknown,Medium,High,Dry,7,2,Summer
Grain Fire,2025-07-16,Tulare,32.0,35.91106,-119.03899,7,2,Summer,Small,2025-07-16,,24.4,19.4,2.6,0.0,Unknown,Medium,High,Dry,7,2,Summer
Baker Fire,2025-07-16,Tehama,17.0,40.3125,-122.578667,7,2,Summer,Small,2025-07-16,,24.4,19.4,2.6,0.0,Unknown,Medium,High,Dry,7,2,Summer
Debbie Fire,2025-07-16,Lassen,54.0,40.092913,-120.111242,7,2,Summer,Medium,2025-07-16,,24.4,19.4,2.6,0.0,Unknown,Medium,High,Dry,7,2,Summer
Foster Fire,2025-07-16,Shasta,11.0,40.388446,-122.541885,7,2,Summer,Small,2025-07-16,,24.4,19.4,2.6,0.0,Unknown,Medium,High,Dry,7,2,Summer
Little Fire,2025-07-17,Lassen,16.0,41.12607,-120.932333,7,3,Summer,Small,2025-07-17,,,,,0.0,Unknown,,,Dry,7,3,Summer
Stetson Fire,2025-07-18,Riverside,22.0,33.729228,-117.076401,7,4,Summer,Small,2025-07-18,,,,,0.0,Unknown,,,Dry,7,4,Summer
Blue Fire,2025-07-18,Tulare,62.0,35.8649,-118.8175,7,4,Summer,Medium,2025-07-18,,,,,0.0,Unknown,,,Dry,7,4,Summer
Jury Fire,2025-07-19,Tuolumne,54.0,37.916947,-120.356289,7,5,Summer,Medium,2025-07-19,,25.6,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,5,Summer
Coulter Fire,2025-07-19,El Dorado,25.0,38.55184,-121.004153,7,5,Summer,Small,2025-07-19,,25.6,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,5,Summer
Willow Fire,2025-07-19,Madera,32.0,37.118,-119.932289,7,5,Summer,Small,2025-07-19,,25.6,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,5,Summer
Pala Fire,2025-07-19,San Diego,7.0,33.342918,-117.114678,7,5,Summer,Small,2025-07-19,,25.6,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,5,Summer
Frontage Fire,2025-07-20,San Bernardino,50.0,34.548782,-117.296674,7,6,Summer,Medium,2025-07-20,,25.6,19.4,2.2,0.0,Unknown,Medium,High,Dry,7,6,Summer
Trap Fire,2025-07-20,Mariposa,38.0,37.514275,-120.012292,7,6,Summer,Medium,2025-07-20,,25.6,19.4,2.2,0.0,Unknown,Medium,High,Dry,7,6,Summer
Alta Fire,2025-07-20,Butte,17.0,39.422347,-121.470538,7,6,Summer,Small,2025-07-20,,25.6,19.4,2.2,0.0,Unknown,Medium,High,Dry,7,6,Summer
Wolfsen Fire,2025-07-21,Merced,1.0,37.211668,-120.788745,7,0,Summer,Small,2025-07-21,,,,,0.0,Unknown,,,Dry,7,0,Summer
Stokes Fire ,2025-07-22,Tulare,10.0,36.518055,-119.196666,7,1,Summer,Small,2025-07-22,,,,,1.3,Unknown,,,Dry,7,1,Summer
Orange Fire,2025-07-22,Stanislaus,13.0,37.789557,-120.744427,7,1,Summer,Small,2025-07-22,,,,,1.3,Unknown,,,Dry,7,1,Summer
Euclid Fire,2025-07-23,San Bernardino,120.0,33.922339,-117.64923,7,2,Summer,Medium,2025-07-23,,,,,0.0,Unknown,,,Dry,7,2,Summer
Mitchell Fire,2025-07-23,Riverside,51.0,33.563156,-116.695847,7,2,Summer,Medium,2025-07-23,,,,,0.0,Unknown,,,Dry,7,2,Summer
Mammoth Fire ,2025-07-24,Modoc,2533.0,41.684141,-121.323879,7,3,Summer,Large,2025-07-24,,28.9,16.1,1.9,0.0,Unknown,High,Medium,Dry,7,3,Summer
4-1 Fire,2025-07-24,Modoc,21.0,41.459967,-120.924262,7,3,Summer,Small,2025-07-24,,28.9,16.1,1.9,0.0,Unknown,High,Medium,Dry,7,3,Summer
Posta Fire,2025-07-24,San Diego,23.0,32.667663,-116.430132,7,3,Summer,Small,2025-07-24,,28.9,16.1,1.9,0.0,Unknown,High,Medium,Dry,7,3,Summer
Sliger Fire,2025-07-24,El Dorado,14.0,38.943781,-120.926046,7,3,Summer,Small,2025-07-24,,28.9,16.1,1.9,0.0,Unknown,High,Medium,Dry,7,3,Summer
Shady Fire,2025-07-25,Riverside,52.0,33.656632,-116.172565,7,4,Summer,Medium,2025-07-25,,26.1,16.7,1.9,0.0,Unknown,Medium,Medium,Dry,7,4,Summer
